k,l,u,v,rho,cluster,frame
49,96,1139.14,1943.12,-2.71749,28,7
49,97,1128.07,1961.05,-3.2099,28,7
49,98,1139.15,1979.1,-2.71749,28,7
48,98,1118.42,1978.83,-3.4779,28,7
48,99,1108.08,1996.89,-2.71749,28,7
49,99,1128.91,1996.13,-3.2099,28,7
50,99,1149.98,1996.46,-3.4779,28,7
51,99,1170.86,1998.08,-2.71749,28,7
50,98,1158.79,1979.57,-3.2099,28,7
51,97,1169.58,1961.42,-2.71749,28,7
50,96,1158.63,1943.18,-3.2099,28,7
51,95,1170.08,1926.18,-2.71749,28,7
50,94,1159.21,1908.13,-3.2099,28,7
50,95,1149.05,1926.54,-3.4779,28,7
49,95,1128.18,1926.13,-3.2099,28,7
49,94,1139.37,1908.07,-2.71749,28,7
48,94,1118.29,1908.99,-3.4779,28,7
48,93,1107.66,1890.6,-2.71749,28,7
47,93,1086.49,1890.23,-3.4779,28,7
47,94,1097.11,1908.36,-3.2099,28,7
48,95,1108.15,1926.04,-2.71749,28,7
50,97,1148.84,1961.14,-3.4779,28,7
48,97,1107.99,1961.32,-2.71749,28,7
31,76,727.058,1543.8,-2.82651,18,7
32,77,739.1,1562.39,-3.58692,18,7
31,78,727.3,1580.28,-2.82651,18,7
32,78,748.33,1580.47,-3.31892,18,7
33,78,769.072,1581.06,-3.58692,18,7
33,77,758.081,1562.23,-2.82651,18,7
34,77,779.025,1562.37,-3.31892,18,7
35,77,800.029,1563.08,-3.58692,18,7
34,76,789.103,1544.22,-2.82651,18,7
35,76,810.098,1544.48,-3.31892,18,7
36,75,821.699,1526.47,-2.82651,18,7
36,77,821.05,1562.45,-2.82651,18,7
35,78,809.859,1580.38,-3.31892,18,7
36,79,820.721,1598.35,-2.82651,18,7
35,79,800.07,1598.72,-3.58692,18,7
34,78,789.086,1580.24,-2.82651,18,7
34,79,779.015,1598.5,-3.31892,18,7
33,79,757.97,1598.41,-2.82651,18,7
33,80,769.361,1614.78,-3.58692,18,7
34,80,789.073,1615.26,-2.82651,18,7
35,80,810.015,1615.29,-3.31892,18,7
36,81,821.944,1633.95,-2.82651,18,7
35,81,801.212,1632.21,-3.58692,18,7
33,76,768.973,1545,-3.58692,18,7
33,75,757.326,1526.72,-2.82651,18,7
32,75,737.72,1526.03,-3.58692,18,7
31,60,728.866,1217.43,-2.7864,9,7
32,61,740.532,1236.57,-3.54681,9,7
31,62,728.44,1254.25,-2.7864,9,7
32,63,739.35,1272.39,-3.54681,9,7
32,62,749.553,1253.51,-3.27881,9,7
33,62,770.782,1253.22,-3.54681,9,7
33,63,758.835,1271.27,-2.7864,9,7
34,63,779.929,1270.94,-3.27881,9,7
35,63,801.456,1270.75,-3.54681,9,7
34,62,790.202,1253.43,-2.7864,9,7
35,61,801.322,1235.61,-3.54681,9,7
34,60,790.132,1217.34,-2.7864,9,7
35,59,801.324,1199.63,-3.54681,9,7
34,59,780.178,1199.31,-3.27881,9,7
33,59,759.101,1199.12,-2.7864,9,7
33,60,770.81,1217.5,-3.54681,9,7
32,60,749.503,1217.34,-3.27881,9,7
32,59,740.372,1198.8,-3.54681,9,7
32,58,748.506,1182.24,-3.27881,9,7
33,58,770.097,1183.36,-3.54681,9,7
34,58,790.124,1182.46,-2.7864,9,7
33,61,759.178,1235.33,-2.7864,9,7
34,61,780.173,1235.37,-3.27881,9,7
35,60,810.999,1217.48,-3.27881,9,7
36,59,821.045,1197.91,-2.7864,9,7
36,60,830.862,1217.04,-3.54681,9,7
37,59,841.039,1198.68,-3.27881,9,7
36,58,832.911,1182.33,-3.54681,9,7
36,61,822.107,1235.4,-2.7864,9,7
35,62,811.077,1253.4,-3.27881,9,7
36,63,821.986,1271.29,-2.7864,9,7
36,62,831.106,1254.12,-3.54681,9,7
31,94,726.038,1906.9,-2.72972,27,7
32,95,738.179,1926.14,-3.49013,27,7
31,95,717.024,1925.53,-3.22213,27,7
31,96,726.303,1942.33,-2.72972,27,7
32,97,737.838,1960.44,-3.49013,27,7
31,98,725.877,1978.51,-2.72972,27,7
32,98,746.776,1977.81,-3.22213,27,7
33,98,768.107,1977.5,-3.49013,27,7
33,99,756.492,1995.38,-2.72972,27,7
33,97,757.108,1960.31,-2.72972,27,7
33,96,768.54,1942.4,-3.49013,27,7
32,96,747.259,1942.28,-3.22213,27,7
33,95,757.026,1925.13,-2.72972,27,7
34,95,778.044,1925.3,-3.22213,27,7
35,95,799.592,1923.47,-3.49013,27,7
34,96,788.174,1942.21,-2.72972,27,7
35,97,798.869,1960.19,-3.49013,27,7
34,98,788.24,1978.39,-2.72972,27,7
35,98,809.013,1978.45,-3.22213,27,7
36,97,819.869,1960.01,-2.72972,27,7
35,96,808.556,1942.18,-3.22213,27,7
34,97,778.199,1960.24,-3.22213,27,7
34,94,788.096,1907.22,-2.72972,27,7
33,94,768.543,1907.83,-3.49013,27,7
33,93,757.07,1889.44,-2.72972,27,7
32,94,747.122,1907.33,-3.22213,27,7
32,93,736.768,1889.65,-3.49013,27,7
31,97,717,1961.68,-3.22213,27,7
31,111,715.397,2250.6,-3.31456,36,7
31,112,725.273,2269.05,-2.82215,36,7
32,113,736.517,2287.89,-3.58256,36,7
32,112,746.239,2269.23,-3.31456,36,7
33,112,767.599,2269.64,-3.58256,36,7
33,111,756.266,2251.11,-2.82215,36,7
34,111,777.064,2251.44,-3.31456,36,7
35,111,798.294,2251.53,-3.58256,36,7
34,112,787.213,2268.97,-2.82215,36,7
35,113,797.624,2287.66,-3.58256,36,7
35,112,807.224,2269.19,-3.31456,36,7
35,114,806.9,2306.27,-3.31456,36,7
35,115,797.242,2324.57,-3.58256,36,7
34,114,786.935,2304.98,-2.82215,36,7
34,115,777.101,2323.2,-3.31456,36,7
33,115,756.07,2323.2,-2.82215,36,7
33,116,768.298,2340.42,-3.58256,36,7
32,116,746.291,2340.78,-3.31456,36,7
34,116,787.423,2341.2,-2.82215,36,7
35,116,808.645,2342.31,-3.31456,36,7
33,114,767.471,2305.66,-3.58256,36,7
33,113,756.174,2287.11,-2.82215,36,7
34,113,777.091,2287.18,-3.31456,36,7
32,114,746.161,2305.33,-3.31456,36,7
31,114,725.196,2305.35,-2.82215,36,7
31,113,715.794,2287.23,-3.31456,36,7
32,40,749.568,818.646,-3.22496,0,7
33,41,760.06,837.198,-2.73255,0,7
33,42,771.966,856.155,-3.49296,0,7
32,42,750.752,855.125,-3.22496,0,7
33,43,760.23,872.51,-2.73255,0,7
33,44,771.41,890.477,-3.49296,0,7
34,43,781.16,872.49,-3.22496,0,7
35,43,802.105,872.451,-3.49296,0,7
34,44,791.14,890.46,-2.73255,0,7
35,44,812.184,890.287,-3.22496,0,7
36,45,823.253,908.404,-2.73255,0,7
35,45,802.892,907.835,-3.49296,0,7
34,45,781.148,908.149,-3.22496,0,7
34,46,791.608,925.434,-2.73255,0,7
35,46,813.106,925.302,-3.22496,0,7
37,45,843.127,909.334,-3.22496,0,7
36,44,832.366,890.853,-3.49296,0,7
37,44,853.379,891.184,-2.73255,0,7
37,43,842.31,872.733,-3.22496,0,7
37,42,853.35,855.332,-2.73255,0,7
37,41,843.194,837.286,-3.22496,0,7
36,42,832.856,855.778,-3.49296,0,7
36,41,823.259,837.381,-2.73255,0,7
35,41,801.926,837.864,-3.49296,0,7
34,40,791.539,819.355,-2.73255,0,7
33,40,770.095,820.337,-3.49296,0,7
34,41,781.184,837.509,-3.22496,0,7
34,42,791.211,855.228,-2.73255,0,7
35,42,812.161,855.401,-3.22496,0,7
36,43,823.166,872.418,-2.73255,0,7
35,40,812.373,820.24,-3.22496,0,7
36,40,833.964,820.022,-3.49296,0,7
46,78,1078.97,1581.37,-2.7163,19,7
47,79,1089.31,1600.45,-3.47671,19,7
47,78,1098.38,1581.4,-3.20871,19,7
48,77,1109.09,1563.04,-2.7163,19,7
48,78,1119.15,1581.33,-3.47671,19,7
49,78,1140.04,1581.13,-2.7163,19,7
50,79,1150.09,1600.02,-3.47671,19,7
50,78,1159.96,1581.44,-3.20871,19,7
51,77,1171.13,1563.21,-2.7163,19,7
50,77,1149.96,1564.1,-3.47671,19,7
49,76,1140.13,1545.33,-2.7163,19,7
48,76,1118.81,1546.3,-3.47671,19,7
47,76,1097.74,1545.56,-3.20871,19,7
47,77,1089.09,1563.26,-3.47671,19,7
49,77,1129.09,1563.32,-3.20871,19,7
51,76,1181.15,1545.1,-3.47671,19,7
51,79,1171.04,1599.27,-2.7163,19,7
50,80,1159.91,1616.23,-3.20871,19,7
51,81,1171.1,1634.3,-2.7163,19,7
50,81,1150.56,1633.29,-3.47671,19,7
49,81,1128.86,1633.66,-3.20871,19,7
49,80,1139.97,1616.29,-2.7163,19,7
48,80,1119.23,1615.67,-3.47671,19,7
48,81,1108.76,1634.16,-2.7163,19,7
47,81,1087.76,1634.72,-3.47671,19,7
47,80,1098.49,1616.16,-3.20871,19,7
46,80,1078.43,1617.37,-2.7163,19,7
48,79,1109.1,1599.35,-2.7163,19,7
49,79,1129.12,1599.37,-3.20871,19,7
51,80,1180.07,1616.86,-3.47671,19,7
76,112,1775.67,2271.34,-2.7444,39,7
77,113,1787.92,2289.79,-3.50481,39,7
76,114,1776.29,2307.74,-2.7444,39,7
77,115,1787.94,2326.93,-3.50481,39,7
77,114,1797.17,2307.8,-3.23681,39,7
78,114,1818.47,2308.35,-3.50481,39,7
78,113,1806.88,2289.56,-2.7444,39,7
79,113,1827.9,2289.75,-3.23681,39,7
80,113,1848.65,2290.17,-3.50481,39,7
79,114,1837.9,2307.71,-2.7444,39,7
80,115,1848.99,2326.37,-3.50481,39,7
79,115,1827.96,2325.91,-3.23681,39,7
78,115,1806.92,2325.76,-2.7444,39,7
78,116,1817.59,2343.43,-3.50481,39,7
79,116,1838.07,2343.81,-2.7444,39,7
80,116,1858.58,2344.03,-3.23681,39,7
81,115,1868.26,2325.59,-2.7444,39,7
80,114,1858.49,2307.79,-3.23681,39,7
80,117,1849.75,2359.67,-3.50481,39,7
79,117,1828.05,2359.98,-3.23681,39,7
78,117,1806.56,2360.36,-2.7444,39,7
77,117,1786.48,2360.54,-3.50481,39,7
77,116,1797.15,2343.66,-3.23681,39,7
76,116,1776.27,2344.33,-2.7444,39,7
78,112,1818.71,2272.71,-3.50481,39,7
77,112,1797.03,2272.14,-3.23681,39,7
77,60,1800.78,1219.35,-3.26771,12,7
78,61,1809.96,1238.09,-2.77531,12,7
78,62,1821.94,1256.69,-3.53571,12,7
78,63,1810.12,1274.27,-2.77531,12,7
79,63,1830.93,1274.18,-3.26771,12,7
80,63,1852.29,1274.33,-3.53571,12,7
79,62,1840.77,1256.1,-2.77531,12,7
80,62,1861.82,1256.18,-3.26771,12,7
81,61,1871.89,1238.05,-2.77531,12,7
81,62,1882.25,1256.18,-3.53571,12,7
82,63,1891.83,1274.94,-3.26771,12,7
81,63,1871.75,1274.24,-2.77531,12,7
81,64,1883.52,1290.61,-3.53571,12,7
80,64,1862.5,1290.44,-3.26771,12,7
79,64,1840.82,1291,-2.77531,12,7
82,61,1892.19,1238.33,-3.26771,12,7
81,60,1882.68,1220.54,-3.53571,12,7
82,59,1893.3,1201.82,-3.26771,12,7
81,59,1872.1,1202.15,-2.77531,12,7
80,60,1861.79,1220.22,-3.26771,12,7
79,60,1840.85,1219.98,-2.77531,12,7
80,61,1851.74,1238.23,-3.53571,12,7
79,61,1830.97,1238.1,-3.26771,12,7
79,59,1830.68,1202.77,-3.26771,12,7
78,59,1809.58,1201.96,-2.77531,12,7
77,64,1799.95,1291.58,-3.26771,12,7
77,62,1800.96,1256.42,-3.26771,12,7
77,78,1799.46,1583.1,-3.18721,21,7
78,78,1820.3,1583.94,-3.4552,21,7
78,77,1808.9,1564.94,-2.6948,21,7
79,77,1829.95,1565.51,-3.18721,21,7
80,77,1851.76,1566.19,-3.4552,21,7
79,78,1839.82,1582.98,-2.6948,21,7
80,79,1851.16,1602.03,-3.4552,21,7
79,79,1829.91,1601.17,-3.18721,21,7
78,79,1808.91,1601.07,-2.6948,21,7
78,80,1820.38,1618.03,-3.4552,21,7
78,81,1808.97,1636.16,-2.6948,21,7
77,82,1798.54,1654.58,-3.18721,21,7
78,82,1819.4,1652.84,-3.4552,21,7
79,82,1839.84,1653.88,-2.6948,21,7
80,81,1851.42,1635.82,-3.4552,21,7
79,81,1829.96,1635.93,-3.18721,21,7
79,80,1839.9,1618.17,-2.6948,21,7
80,80,1860.83,1618.15,-3.18721,21,7
81,81,1870.91,1636.36,-2.6948,21,7
81,82,1881.93,1653.72,-3.4552,21,7
80,82,1861.26,1653.54,-3.18721,21,7
82,81,1891.15,1636.62,-3.18721,21,7
81,80,1880.87,1618.46,-3.4552,21,7
81,79,1870.85,1601.1,-2.6948,21,7
80,78,1860.83,1583.24,-3.18721,21,7
77,81,1790.03,1637.85,-3.4552,21,7
77,80,1799.7,1618.46,-3.18721,21,7
78,41,1809.92,839.523,-2.76465,3,7
78,42,1822.23,858.442,-3.52505,3,7
78,43,1811.19,875.036,-2.76465,3,7
78,44,1823.09,893.647,-3.52505,3,7
78,45,1811.38,911.562,-2.76465,3,7
79,45,1832.22,911.249,-3.25706,3,7
78,46,1820.46,929.598,-3.52505,3,7
79,46,1841.8,929.301,-2.76465,3,7
80,45,1853.36,911.299,-3.52505,3,7
79,44,1841.84,893.244,-2.76465,3,7
80,44,1862.88,893.354,-3.25706,3,7
81,43,1872.83,875.187,-2.76465,3,7
81,44,1883.54,893.452,-3.52505,3,7
81,45,1872.96,911.31,-2.76465,3,7
81,46,1884.03,929.006,-3.52505,3,7
80,46,1862.94,929.197,-3.25706,3,7
81,47,1873.11,946.855,-2.76465,3,7
82,47,1893.81,946.966,-3.25706,3,7
82,46,1903.37,929.768,-2.76465,3,7
82,45,1893.56,911.205,-3.25706,3,7
82,44,1903.23,893.248,-2.76465,3,7
82,43,1893.51,875.278,-3.25706,3,7
81,42,1884.54,859.207,-3.52505,3,7
80,42,1862.72,858.431,-3.25706,3,7
79,42,1841.77,858.164,-2.76465,3,7
80,43,1853.03,875.471,-3.52505,3,7
79,43,1832.17,875.263,-3.25706,3,7
79,41,1831.04,840.649,-3.25706,3,7
79,47,1831.46,946.571,-3.25706,3,7
78,47,1810.5,947.92,-2.76465,3,7
91,114,2127.56,2308.18,-2.76315,40,7
92,115,2137.73,2327.5,-3.52355,40,7
92,114,2146.97,2308.61,-3.25556,40,7
93,114,2168.12,2309.21,-3.52355,40,7
93,113,2157.85,2290.5,-2.76315,40,7
92,112,2146.11,2273.12,-3.25556,40,7
92,113,2137.67,2290.24,-3.52355,40,7
94,113,2177.61,2290.69,-3.25556,40,7
95,113,2198.7,2291.12,-3.52355,40,7
95,112,2209.21,2272.83,-3.25556,40,7
96,113,2219.66,2290.35,-2.76315,40,7
95,114,2208.27,2308.65,-3.25556,40,7
96,115,2219.42,2326.56,-2.76315,40,7
95,116,2208.11,2344.72,-3.25556,40,7
96,117,2219.91,2362.36,-2.76315,40,7
95,117,2199.89,2360.63,-3.52355,40,7
94,117,2177.9,2361.04,-3.25556,40,7
93,117,2157.52,2361.68,-2.76315,40,7
92,116,2147.01,2344.56,-3.25556,40,7
93,115,2157.56,2326.66,-2.76315,40,7
93,116,2167.73,2345.16,-3.52355,40,7
94,115,2177.67,2326.69,-3.25556,40,7
94,114,2188.8,2308.47,-2.76315,40,7
95,115,2198.57,2327.16,-3.52355,40,7
94,116,2188.7,2344.59,-2.76315,40,7
92,60,2150.46,1220.47,-3.22693,13,7
93,61,2160.95,1238.96,-2.73452,13,7
93,62,2171.51,1257.71,-3.49492,13,7
94,61,2180.84,1239.14,-3.22693,13,7
95,61,2201.99,1239.67,-3.49492,13,7
94,60,2191.58,1220.99,-2.73452,13,7
94,59,2180.06,1203.95,-3.22693,13,7
93,59,2159.78,1202.32,-2.73452,13,7
93,60,2171.16,1221.62,-3.49492,13,7
95,60,2211.57,1221.3,-3.22693,13,7
96,60,2232.71,1221.69,-3.49492,13,7
97,59,2243.12,1202.99,-3.22693,13,7
96,61,2222.69,1239.01,-2.73452,13,7
95,62,2211.68,1257.17,-3.22693,13,7
96,63,2222.84,1275.11,-2.73452,13,7
95,63,2202.03,1275.44,-3.49492,13,7
94,63,2180.87,1275.08,-3.22693,13,7
94,62,2191.56,1257.08,-2.73452,13,7
94,64,2191.49,1292.06,-2.73452,13,7
93,64,2170.63,1291.22,-3.49492,13,7
92,64,2150.02,1292.98,-3.22693,13,7
93,63,2161.16,1275.32,-2.73452,13,7
94,65,2179.98,1308.78,-3.22693,13,7
95,64,2211.81,1291.83,-3.22693,13,7
96,64,2232.85,1291.64,-3.49492,13,7
97,64,2253.59,1292.47,-2.73452,13,7
97,63,2241.83,1275.44,-3.22693,13,7
96,62,2232.19,1257.66,-3.49492,13,7
97,61,2241.92,1238.97,-3.22693,13,7
96,65,2222.59,1309.41,-2.73452,13,7
92,78,2149.33,1583.64,-3.17643,22,7
93,79,2159.85,1602.01,-2.68402,22,7
92,80,2149.43,1619.23,-3.17643,22,7
93,81,2159.77,1637.27,-2.68402,22,7
93,80,2170.02,1618.98,-3.44443,22,7
94,80,2190.5,1619.13,-2.68402,22,7
94,81,2179.68,1636.92,-3.17643,22,7
95,81,2200.81,1636.72,-3.44443,22,7
94,82,2190.47,1655.04,-2.68402,22,7
95,82,2210.97,1654.46,-3.17643,22,7
96,82,2231.44,1655.33,-3.44443,22,7
96,81,2221.51,1637.02,-2.68402,22,7
95,80,2210.42,1619.06,-3.17643,22,7
96,79,2221.74,1601.92,-2.68402,22,7
95,78,2210.58,1584.11,-3.17643,22,7
96,77,2221.93,1566.26,-2.68402,22,7
96,78,2231.2,1584.45,-3.44443,22,7
97,79,2240.31,1601.99,-3.17643,22,7
96,80,2230.33,1619.43,-3.44443,22,7
97,81,2240.34,1638.12,-3.17643,22,7
95,79,2200.79,1602.27,-3.44443,22,7
94,79,2179.72,1602.12,-3.17643,22,7
94,78,2190.57,1583.95,-2.68402,22,7
94,77,2179.3,1566.86,-3.17643,22,7
93,77,2159.3,1565.78,-2.68402,22,7
92,96,2148.29,1945.85,-3.2752,31,7
93,96,2169.03,1945.94,-3.5432,31,7
94,96,2189.61,1945.68,-2.78279,31,7
94,97,2178.73,1963.84,-3.2752,31,7
95,97,2199.81,1964.11,-3.5432,31,7
95,96,2209.59,1945.62,-3.2752,31,7
96,97,2220.57,1963.78,-2.78279,31,7
95,98,2209.51,1981.83,-3.2752,31,7
96,99,2220.56,1999.92,-2.78279,31,7
95,99,2199.98,1999.79,-3.5432,31,7
94,99,2178.67,1999.66,-3.2752,31,7
94,100,2189.51,2017.81,-2.78279,31,7
93,100,2168.19,2016.32,-3.5432,31,7
92,100,2147.32,2017.67,-3.2752,31,7
93,99,2158.73,1999.88,-2.78279,31,7
93,98,2168.97,1982.06,-3.5432,31,7
93,97,2158.77,1963.73,-2.78279,31,7
94,98,2189.64,1981.86,-2.78279,31,7
92,99,2138.77,2001.59,-3.5432,31,7
95,100,2209.81,2017.41,-3.2752,31,7
95,95,2200.54,1930.11,-3.5432,31,7
94,95,2178.76,1929.16,-3.2752,31,7
93,95,2158.75,1928.46,-2.78279,31,7
93,42,2171.05,859.519,-3.49709,4,7
94,42,2192.59,859.458,-2.73668,4,7
95,43,2203.07,876.627,-3.49709,4,7
96,43,2223.62,876.149,-2.73668,4,7
95,44,2212.56,894.259,-3.22909,4,7
96,45,2223.49,912.254,-2.73668,4,7
95,46,2212.48,930.117,-3.22909,4,7
96,47,2223.69,948.188,-2.73668,4,7
95,47,2203.04,947.04,-3.49709,4,7
94,46,2192.37,930.464,-2.73668,4,7
94,45,2181.92,912.342,-3.22909,4,7
94,44,2192.58,894.249,-2.73668,4,7
95,45,2202.91,912.474,-3.49709,4,7
93,45,2162.37,912.468,-2.73668,4,7
96,46,2233.31,930.058,-3.49709,4,7
97,47,2243.6,948.402,-3.22909,4,7
97,46,2254.13,930.789,-2.73668,4,7
97,45,2243,912.283,-3.22909,4,7
97,44,2254.33,894.307,-2.73668,4,7
97,43,2243.26,876.25,-3.22909,4,7
97,42,2255.46,859.053,-2.73668,4,7
96,42,2234.77,860.454,-3.49709,4,7
95,42,2212.59,859.866,-3.22909,4,7
96,44,2233.37,894.563,-3.49709,4,7
93,43,2162.34,875.647,-2.73668,4,7
106,116,2477.71,2346.5,-2.7202,41,7
107,115,2488,2328.43,-3.4806,41,7
107,114,2498.1,2309.41,-3.2126,41,7
107,113,2487.05,2291.42,-3.4806,41,7
108,113,2507.44,2291.38,-2.7202,41,7
108,114,2517.89,2310.08,-3.4806,41,7
109,113,2528.45,2291.71,-3.2126,41,7
110,113,2548.81,2292.48,-3.4806,41,7
110,112,2560.65,2274.41,-3.2126,41,7
109,114,2538.58,2309.3,-2.7202,41,7
110,114,2559.39,2308.07,-3.2126,41,7
110,115,2548.45,2327.52,-3.4806,41,7
110,116,2559.66,2345.63,-3.2126,41,7
109,116,2538.68,2345.42,-2.7202,41,7
108,116,2517.8,2346.04,-3.4806,41,7
109,115,2528.76,2327.62,-3.2126,41,7
108,115,2507.68,2327.35,-2.7202,41,7
107,116,2498.19,2345.65,-3.2126,41,7
107,117,2487.36,2363.27,-3.4806,41,7
108,117,2507.64,2362.33,-2.7202,41,7
109,117,2528.6,2362.19,-3.2126,41,7
110,117,2548.85,2361.85,-3.4806,41,7
110,118,2559.93,2379.74,-3.2126,41,7
111,117,2569.7,2362.63,-2.7202,41,7
111,116,2577.86,2346.52,-3.4806,41,7
107,118,2497.23,2380.33,-3.2126,41,7
107,78,2500.05,1584.51,-3.21275,23,7
108,79,2509.71,1602.86,-2.72034,23,7
109,79,2530.77,1603.03,-3.21275,23,7
109,78,2540.51,1584.92,-2.72034,23,7
110,78,2561.68,1585.36,-3.21275,23,7
110,79,2550.7,1603.32,-3.48075,23,7
111,79,2571.57,1602.9,-2.72034,23,7
110,80,2561.65,1620.08,-3.21275,23,7
109,80,2540.54,1619.98,-2.72034,23,7
110,81,2550.66,1637.92,-3.48075,23,7
110,82,2561.78,1655.78,-3.21275,23,7
109,82,2540.58,1655.94,-2.72034,23,7
108,82,2519.42,1655,-3.48075,23,7
108,83,2509.3,1674.25,-2.72034,23,7
109,83,2530.01,1672.81,-3.21275,23,7
107,82,2500.11,1657.1,-3.21275,23,7
108,81,2510,1638.01,-2.72034,23,7
109,81,2530.75,1637.95,-3.21275,23,7
108,80,2520.29,1620.22,-3.48075,23,7
111,83,2571.64,1673.61,-2.72034,23,7
111,82,2581.12,1656.26,-3.48075,23,7
112,82,2602.31,1656.39,-2.72034,23,7
112,81,2591.89,1638.21,-3.21275,23,7
111,80,2580.63,1620.07,-3.48075,23,7
111,81,2571.55,1638.05,-2.72034,23,7
108,78,2519.59,1585.83,-3.48075,23,7
108,77,2508.64,1566.7,-2.72034,23,7
107,96,2499.45,1946.18,-3.24807,32,7
108,97,2508.69,1964.64,-2.75566,32,7
108,98,2519.03,1983.08,-3.51607,32,7
109,97,2529.71,1964.76,-3.24807,32,7
108,96,2518.91,1946.9,-3.51607,32,7
109,96,2539.67,1946.62,-2.75566,32,7
110,97,2549.49,1965.08,-3.51607,32,7
110,96,2560.5,1946.84,-3.24807,32,7
111,97,2570.52,1964.65,-2.75566,32,7
110,98,2560.54,1982.74,-3.24807,32,7
110,99,2549.53,2000.71,-3.51607,32,7
110,100,2561.05,2018.28,-3.24807,32,7
109,100,2539.61,2018.69,-2.75566,32,7
108,100,2518.56,2017.76,-3.51607,32,7
107,100,2496.27,2018.72,-3.24807,32,7
108,99,2508.71,2000.81,-2.75566,32,7
109,99,2529.61,2000.69,-3.24807,32,7
109,98,2539.54,1982.68,-2.75566,32,7
107,98,2499.35,1983.01,-3.24807,32,7
111,99,2570.39,2000.88,-2.75566,32,7
111,100,2580.22,2019.52,-3.51607,32,7
112,99,2590.35,2001.85,-3.24807,32,7
111,98,2579.02,1983.39,-3.51607,32,7
112,97,2590.31,1964.75,-3.24807,32,7
111,96,2579.54,1946.26,-3.51607,32,7
111,95,2571.21,1929.86,-2.75566,32,7
109,95,2529.32,1930.48,-3.24807,32,7
108,95,2508.03,1929.82,-2.75566,32,7
108,43,2512.22,876.695,-2.76147,5,7
108,44,2522.97,895.073,-3.52188,5,7
108,45,2512.59,913.608,-2.76147,5,7
108,46,2523.06,932.459,-3.52188,5,7
109,45,2533.04,913.468,-3.25388,5,7
109,44,2542.58,895.203,-2.76147,5,7
110,45,2552.73,913.599,-3.52188,5,7
110,44,2563.48,895.367,-3.25388,5,7
111,43,2573.45,877.193,-2.76147,5,7
111,44,2583.28,895.477,-3.52188,5,7
112,45,2594.35,913.496,-3.25388,5,7
111,46,2583.23,931.376,-3.52188,5,7
112,47,2594.37,949.045,-3.25388,5,7
111,47,2573.46,949.36,-2.76147,5,7
110,47,2552.5,948.358,-3.52188,5,7
109,48,2541.97,966.665,-2.76147,5,7
109,47,2532.86,949.437,-3.25388,5,7
108,47,2511.71,950.155,-2.76147,5,7
109,46,2542.58,931.348,-2.76147,5,7
110,46,2563.48,931.322,-3.25388,5,7
111,45,2573.45,913.322,-2.76147,5,7
112,48,2604.33,967.346,-2.76147,5,7
112,46,2604.11,931.527,-2.76147,5,7
112,44,2604.34,895.251,-2.76147,5,7
113,43,2613.48,876.701,-3.52188,5,7
112,42,2605.46,860.264,-2.76147,5,7
110,43,2552.85,877.957,-3.52188,5,7
109,42,2541.87,860.779,-2.76147,5,7
109,43,2532.93,877.16,-3.25388,5,7
108,60,2520.2,1222.6,-3.50284,14,7
109,60,2541.58,1222.18,-2.74243,14,7
110,60,2562.65,1222.51,-3.23484,14,7
110,61,2551.47,1240.24,-3.50284,14,7
111,61,2572.53,1239.92,-2.74243,14,7
111,62,2581.86,1258.65,-3.50284,14,7
112,61,2593.26,1240.18,-3.23484,14,7
112,60,2603.94,1221.39,-2.74243,14,7
111,60,2583.49,1223.07,-3.50284,14,7
112,62,2603.06,1257.93,-2.74243,14,7
112,63,2593.08,1276.09,-3.23484,14,7
111,63,2572.52,1275.96,-2.74243,14,7
110,63,2551.6,1276.55,-3.50284,14,7
110,62,2562.47,1258.1,-3.23484,14,7
109,62,2541.49,1258,-2.74243,14,7
109,63,2531.76,1276.16,-3.23484,14,7
108,63,2511.02,1276.38,-2.74243,14,7
108,62,2521.44,1258.59,-3.50284,14,7
108,61,2510.97,1239.67,-2.74243,14,7
109,61,2531.82,1240.05,-3.23484,14,7
109,64,2541.42,1293.12,-2.74243,14,7
110,64,2562.55,1292.8,-3.23484,14,7
111,65,2572.9,1310.62,-2.74243,14,7
112,65,2594.11,1310.9,-3.23484,14,7
111,64,2581.99,1292.63,-3.50284,14,7
112,64,2603.12,1293.75,-2.74243,14,7
122,80,2850.87,1620.54,-3.19369,24,7
123,81,2859.66,1639.03,-2.70128,24,7
123,80,2871.08,1620.74,-3.46168,24,7
123,79,2859.57,1603.63,-2.70128,24,7
124,79,2880.52,1604.02,-3.19369,24,7
125,79,2901.93,1604.35,-3.46168,24,7
124,78,2890.13,1586.06,-2.70128,24,7
123,78,2869.74,1586.76,-3.46168,24,7
124,80,2890.32,1620.87,-2.70128,24,7
125,81,2901.89,1639.03,-3.46168,24,7
124,81,2880.42,1638.97,-3.19369,24,7
124,82,2890.17,1656.89,-2.70128,24,7
125,82,2911.27,1656.74,-3.19369,24,7
126,83,2921.55,1674.74,-2.70128,24,7
127,83,2942.54,1675.38,-3.19369,24,7
126,82,2931.93,1656.99,-3.46168,24,7
126,81,2921.21,1638.78,-2.70128,24,7
126,80,2932.07,1621.05,-3.46168,24,7
125,80,2911.31,1620.97,-3.19369,24,7
126,79,2921.37,1603.82,-2.70128,24,7
126,78,2933.87,1586.89,-3.46168,24,7
127,79,2941.99,1603.89,-3.19369,24,7
127,78,2952.49,1585.09,-2.70128,24,7
